Votado| B| CLAIM| NA| NA| 0
los| O| NA| NA| NA| 0
ciclistas| O| NA| NA| NA| 0
sobretodo| O| NA| NA| NA| 0
turistas| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
conductores| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Creo| B| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
tenemos| I| CLAIM| NA| NA| 0
visiones| I| CLAIM| NA| NA| 0
distintas| I| CLAIM| NA| NA| 0
del| I| CLAIM| NA| NA| 0
tipo| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
propuestas| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
se| I| CLAIM| NA| NA| 0
deberían| I| CLAIM| NA| NA| 0
hacer| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
ser| I| CLAIM| NA| NA| 0
consideradas| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
referéndum| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
En| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
caso| O| NA| NA| NA| 0
comparto| B| PREMISE| CONCESSION| ATTACK| -1
al| I| PREMISE| CONCESSION| ATTACK| -1
100| I| PREMISE| CONCESSION| ATTACK| -1
tu| I| PREMISE| CONCESSION| ATTACK| -1
malestar| I| PREMISE| CONCESSION| ATTACK| -1
por| I| PREMISE| CONCESSION| ATTACK| -1
el| I| PREMISE| CONCESSION| ATTACK| -1
problema| I| PREMISE| CONCESSION| ATTACK| -1
de| I| PREMISE| CONCESSION| ATTACK| -1
la| I| PREMISE| CONCESSION| ATTACK| -1
limpieza| I| PREMISE| CONCESSION| ATTACK| -1
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
ojalá| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
solucione| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
antes| O| NA| NA| NA| 0
posible| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Que| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
proposición| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Además| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
poner| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
sanción| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
recogen| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
depositan| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
medio| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
aceras| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
paseos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
parques| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
llevan| O| NA| NA| NA| 0
sueltos| O| NA| NA| NA| 0
incluiría| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
tasa| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
bolsas| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
facilita| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
ayuntamiento| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
utilizan| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
En| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
caso| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
entiendo| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
ayuntamiento| O| NA| NA| NA| 0
quien| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
facilitar| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
bolsas| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
tirar| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
reciclaje| O| NA| NA| NA| 0
nos| O| NA| NA| NA| 0
tuvieran| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
dar| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
bolsa| O| NA| NA| NA| 0
amarilla| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Lo| B| CLAIM| NA| NA| 0
cierto| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
viabilidad| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
propuesta| I| CLAIM| NA| NA| 0
deberían| I| CLAIM| NA| NA| 0
decirla| I| CLAIM| NA| NA| 0
expertos| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
otro| O| NA| NA| NA| 0
lado| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
quitar| B| CLAIM| ALTERNATIVE| SUPPORT| -1
dos| I| CLAIM| ALTERNATIVE| SUPPORT| -1
carriles| I| CLAIM| ALTERNATIVE| SUPPORT| -1
de| I| CLAIM| ALTERNATIVE| SUPPORT| -1
los| I| CLAIM| ALTERNATIVE| SUPPORT| -1
8| I| CLAIM| ALTERNATIVE| SUPPORT| -1
carriles| I| CLAIM| ALTERNATIVE| SUPPORT| -1
que| I| CLAIM| ALTERNATIVE| SUPPORT| -1
tiene| I| CLAIM| ALTERNATIVE| SUPPORT| -1
ahora| I| CLAIM| ALTERNATIVE| SUPPORT| -1
mismo| I| CLAIM| ALTERNATIVE| SUPPORT| -1
la| I| CLAIM| ALTERNATIVE| SUPPORT| -1
cuesta| I| CLAIM| ALTERNATIVE| SUPPORT| -1
de| I| CLAIM| ALTERNATIVE| SUPPORT| -1
San| I| CLAIM| ALTERNATIVE| SUPPORT| -1
Vicente| I| CLAIM| ALTERNATIVE| SUPPORT| -1
,| I| CLAIM| ALTERNATIVE| SUPPORT| -1
con| I| CLAIM| ALTERNATIVE| SUPPORT| -1
una| I| CLAIM| ALTERNATIVE| SUPPORT| -1
alta| I| CLAIM| ALTERNATIVE| SUPPORT| -1
densidad| I| CLAIM| ALTERNATIVE| SUPPORT| -1
de| I| CLAIM| ALTERNATIVE| SUPPORT| -1
tráfico| I| CLAIM| ALTERNATIVE| SUPPORT| -1
constante| I| CLAIM| ALTERNATIVE| SUPPORT| -1
no| I| CLAIM| ALTERNATIVE| SUPPORT| -1
soluciona| I| CLAIM| ALTERNATIVE| SUPPORT| -1
el| I| CLAIM| ALTERNATIVE| SUPPORT| -1
problema| I| CLAIM| ALTERNATIVE| SUPPORT| -1
para| I| CLAIM| ALTERNATIVE| SUPPORT| -1
nada| I| CLAIM| ALTERNATIVE| SUPPORT| -1
,| O| NA| NA| NA| 0
sigue| B| PREMISE| REASON| SUPPORT| -1
siendo| I| PREMISE| REASON| SUPPORT| -1
una| I| PREMISE| REASON| SUPPORT| -1
cantidad| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
tráfico| I| PREMISE| REASON| SUPPORT| -1
inmensa| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Además| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
tampoco| B| PREMISE| ADDITION| SUPPORT| -2
hay| I| PREMISE| ADDITION| SUPPORT| -2
que| I| PREMISE| ADDITION| SUPPORT| -2
buscar| I| PREMISE| ADDITION| SUPPORT| -2
el| I| PREMISE| ADDITION| SUPPORT| -2
coste| I| PREMISE| ADDITION| SUPPORT| -2
cero| I| PREMISE| ADDITION| SUPPORT| -2
,| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
se| B| PREMISE| CONDITION| SUPPORT| 1
quiere| I| PREMISE| CONDITION| SUPPORT| 1
solucionar| I| PREMISE| CONDITION| SUPPORT| 1
este| I| PREMISE| CONDITION| SUPPORT| 1
problema| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
habrá| B| PREMISE| REASON| SUPPORT| -2
que| I| PREMISE| REASON| SUPPORT| -2
barajar| I| PREMISE| REASON| SUPPORT| -2
entre| I| PREMISE| REASON| SUPPORT| -2
distintas| I| PREMISE| REASON| SUPPORT| -2
opciones| I| PREMISE| REASON| SUPPORT| -2
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
se| B| PREMISE| REASON| SUPPORT| -3
tendrá| I| PREMISE| REASON| SUPPORT| -3
que| I| PREMISE| REASON| SUPPORT| -3
invertir| I| PREMISE| REASON| SUPPORT| -3
dinero| I| PREMISE| REASON| SUPPORT| -3
y| I| PREMISE| REASON| SUPPORT| -3
buscar| I| PREMISE| REASON| SUPPORT| -3
una| I| PREMISE| REASON| SUPPORT| -3
solución| I| PREMISE| REASON| SUPPORT| -3
que| I| PREMISE| REASON| SUPPORT| -3
no| I| PREMISE| REASON| SUPPORT| -3
sea| I| PREMISE| REASON| SUPPORT| -3
un| I| PREMISE| REASON| SUPPORT| -3
apaño| I| PREMISE| REASON| SUPPORT| -3
para| I| PREMISE| REASON| SUPPORT| -3
salir| I| PREMISE| REASON| SUPPORT| -3
del| I| PREMISE| REASON| SUPPORT| -3
paso| I| PREMISE| REASON| SUPPORT| -3
,| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
en| B| PREMISE| REASON| SUPPORT| -1
ese| I| PREMISE| REASON| SUPPORT| -1
caso| I| PREMISE| REASON| SUPPORT| -1
no| I| PREMISE| REASON| SUPPORT| -1
se| I| PREMISE| REASON| SUPPORT| -1
soluciona| I| PREMISE| REASON| SUPPORT| -1
el| I| PREMISE| REASON| SUPPORT| -1
problema| I| PREMISE| REASON| SUPPORT| -1
,| O| NA| NA| NA| 0
sino| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| B| PREMISE| ALTERNATIVE| SUPPORT| -1
evita| I| PREMISE| ALTERNATIVE| SUPPORT| -1
afrontarlo| I| PREMISE| ALTERNATIVE| SUPPORT| -1
.| O| NA| NA| NA| 0

Podrias| B| CLAIM| NA| NA| 0
haber| I| CLAIM| NA| NA| 0
ampliado| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
terreno| I| CLAIM| NA| NA| 0
al| I| CLAIM| NA| NA| 0
resto| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
barrios| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
solo| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
Vallecas| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Todo| B| PREMISE| EXPLANATION| SUPPORT| -1
Madrid| I| PREMISE| EXPLANATION| SUPPORT| -1
,| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
especial| O| NA| NA| NA| 0
los| B| PREMISE| PRECISION| SUPPORT| -1
barrios| I| PREMISE| PRECISION| SUPPORT| -1
periféricos| I| PREMISE| PRECISION| SUPPORT| -1
en| I| PREMISE| PRECISION| SUPPORT| -1
mi| I| PREMISE| PRECISION| SUPPORT| -1
opinión| I| PREMISE| PRECISION| SUPPORT| -1
son| I| PREMISE| PRECISION| SUPPORT| -1
los| I| PREMISE| PRECISION| SUPPORT| -1
más| I| PREMISE| PRECISION| SUPPORT| -1
descuidados| I| PREMISE| PRECISION| SUPPORT| -1
.| O| NA| NA| NA| 0
En| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
San| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Blas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
he| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
llegado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
ver| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
un| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
kiwi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
reventado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
en| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
medio| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
calle| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
casi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
una| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
semana| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
un| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
pañal| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
usado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
o| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
sé| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
durante| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
casi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
mismo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| O| NA| NA| NA| 0

Para| O| NA| NA| NA| 0
esos| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
igual| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
dejan| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
sus| O| NA| NA| NA| 0
caquitas| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
pises| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
sus| O| NA| NA| NA| 0
mascotas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
personal| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
autoridad| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
sancionar| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
apoya| O| NA| NA| NA| 0
esta| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

El| B| PREMISE| REASON| SUPPORT| 2
centro| I| PREMISE| REASON| SUPPORT| 2
turístico| I| PREMISE| REASON| SUPPORT| 2
y| I| PREMISE| REASON| SUPPORT| 2
comercial| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
Madrid| I| PREMISE| REASON| SUPPORT| 2
está| I| PREMISE| REASON| SUPPORT| 2
sólo| I| PREMISE| REASON| SUPPORT| 2
a| I| PREMISE| REASON| SUPPORT| 2
700| I| PREMISE| REASON| SUPPORT| 2
metros| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
la| I| PREMISE| REASON| SUPPORT| 2
Casa| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
Campo| I| PREMISE| REASON| SUPPORT| 2
y| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
Madrid| I| PREMISE| REASON| SUPPORT| 2
Rio| I| PREMISE| REASON| SUPPORT| 2
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
las| B| PREMISE| OPPOSITION| ATTACK| -1
conexiones| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
él| I| PREMISE| OPPOSITION| ATTACK| -1
son| I| PREMISE| OPPOSITION| ATTACK| -1
terribles| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Propongo| B| CLAIM| NA| NA| 0
unirlo| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
peatonales| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
arboladas| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

Espero| B| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
cambio| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
gobierno| I| CLAIM| NA| NA| 0
mejore| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
limpieza| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
Madrid| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Tengo| B| PREMISE| REASON| SUPPORT| -1
dos| I| PREMISE| REASON| SUPPORT| -1
contenedores| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
vidrio| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
cartón| I| PREMISE| REASON| SUPPORT| -1
en| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
puerta| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
casa| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
gente| I| PREMISE| REASON| SUPPORT| -1
los| I| PREMISE| REASON| SUPPORT| -1
usa| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
basurero| I| PREMISE| REASON| SUPPORT| -1
colchones| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
muebles| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
maderas| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
ladrillos| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
lo| I| PREMISE| REASON| SUPPORT| -1
peor| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
bolsas| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
basura| I| PREMISE| REASON| SUPPORT| -1
orgánica| I| PREMISE| REASON| SUPPORT| -1
he| B| PREMISE| REASON| SUPPORT| -2
presentado| I| PREMISE| REASON| SUPPORT| -2
varias| I| PREMISE| REASON| SUPPORT| -2
reclamaciones| I| PREMISE| REASON| SUPPORT| -2
al| I| PREMISE| REASON| SUPPORT| -2
ayuntamiento| I| PREMISE| REASON| SUPPORT| -2
y| I| PREMISE| REASON| SUPPORT| -2
siempre| I| PREMISE| REASON| SUPPORT| -2
me| I| PREMISE| REASON| SUPPORT| -2
decían| I| PREMISE| REASON| SUPPORT| -2
que| I| PREMISE| REASON| SUPPORT| -2
lo| I| PREMISE| REASON| SUPPORT| -2
limpian| I| PREMISE| REASON| SUPPORT| -2
3| I| PREMISE| REASON| SUPPORT| -2
veces| I| PREMISE| REASON| SUPPORT| -2
al| I| PREMISE| REASON| SUPPORT| -2
día| I| PREMISE| REASON| SUPPORT| -2
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
no| B| PREMISE| OPPOSITION| ATTACK| -1
es| I| PREMISE| OPPOSITION| ATTACK| -1
cierto| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Pueden| B| PREMISE| EXPLANATION| ATTACK| -2
pasar| I| PREMISE| EXPLANATION| ATTACK| -2
tres| I| PREMISE| EXPLANATION| ATTACK| -2
días| I| PREMISE| EXPLANATION| ATTACK| -2
isn| I| PREMISE| EXPLANATION| ATTACK| -2
que| I| PREMISE| EXPLANATION| ATTACK| -2
retiren| I| PREMISE| EXPLANATION| ATTACK| -2
los| I| PREMISE| EXPLANATION| ATTACK| -2
desperdicios| I| PREMISE| EXPLANATION| ATTACK| -2
.| O| NA| NA| NA| 0
También| O| NA| NA| NA| 0
pido| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
multan| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
dejan| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
sin| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Gracias| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Y| B| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
será| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
herencia| I| CLAIM| NA| NA| 0
recibida| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
Sra.| I| CLAIM| NA| NA| 0
Botella| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
la| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
mierda| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
contratos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
hizo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
para| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
limpieza| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Madrid| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
?| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Me| B| CLAIM| NA| NA| 0
gustan| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
perros| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| B| PREMISE| OPPOSITION| ATTACK| -1
no| I| PREMISE| OPPOSITION| ATTACK| -1
me| I| PREMISE| OPPOSITION| ATTACK| -1
gusta| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
los| I| PREMISE| OPPOSITION| ATTACK| -1
dueños| I| PREMISE| OPPOSITION| ATTACK| -1
no| I| PREMISE| OPPOSITION| ATTACK| -1
recojan| I| PREMISE| OPPOSITION| ATTACK| -1
sus| I| PREMISE| OPPOSITION| ATTACK| -1
excrementos| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0

Lo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
importa| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
nº| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
accidentes| O| NA| NA| NA| 0
sino| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
ratio| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
desplazamientos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
El| O| NA| NA| NA| 0
tramo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
indicas| O| NA| NA| NA| 0
son| O| NA| NA| NA| 0
poco| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
100| O| NA| NA| NA| 0
metros| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
300| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
ciclista| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
puede| O| NA| NA| NA| 0
adelantar| O| NA| NA| NA| 0
habiendo| O| NA| NA| NA| 0
línea| O| NA| NA| NA| 0
continua| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
cualquier| O| NA| NA| NA| 0
caso| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
espere| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
30| O| NA| NA| NA| 0
segundos| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
tarda| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Me| O| NA| NA| NA| 0
hablas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ocio| O| NA| NA| NA| 0
anillo| O| NA| NA| NA| 0
verde| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
san| O| NA| NA| NA| 0
martin| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
vega| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
casa| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
campo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
son| O| NA| NA| NA| 0
alternativas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
transporte| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Te| O| NA| NA| NA| 0
hablo| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ciclismo| O| NA| NA| NA| 0
urbano| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
transporte| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
alternativa| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
coche| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Se| O| NA| NA| NA| 0
trata| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
reclamar| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calzada| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
vehículo| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
exigir| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
comportamiento| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
