Limpiar| B| MAJOR_CLAIM| NA| NA| 0
votó| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
este| O| NA| NA| NA| 0
nuevo| O| NA| NA| NA| 0
gobierno| O| NA| NA| NA| 0
municipal| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ahora| O| NA| NA| NA| 0
esté| O| NA| NA| NA| 0
tan| O| NA| NA| NA| 0
olvidado| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Pagamos| O| NA| NA| NA| 0
nuestros| O| NA| NA| NA| 0
impuestos| O| NA| NA| NA| 0
igual| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
otros| O| NA| NA| NA| 0
distritos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Creo| B| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
tenemos| I| CLAIM| NA| NA| 0
visiones| I| CLAIM| NA| NA| 0
distintas| I| CLAIM| NA| NA| 0
del| I| CLAIM| NA| NA| 0
tipo| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
propuestas| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
se| I| CLAIM| NA| NA| 0
deberían| I| CLAIM| NA| NA| 0
hacer| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
ser| I| CLAIM| NA| NA| 0
consideradas| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
referéndum| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
En| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
caso| O| NA| NA| NA| 0
comparto| B| PREMISE| CONCESSION| ATTACK| -1
al| I| PREMISE| CONCESSION| ATTACK| -1
100| I| PREMISE| CONCESSION| ATTACK| -1
tu| I| PREMISE| CONCESSION| ATTACK| -1
malestar| I| PREMISE| CONCESSION| ATTACK| -1
por| I| PREMISE| CONCESSION| ATTACK| -1
el| I| PREMISE| CONCESSION| ATTACK| -1
problema| I| PREMISE| CONCESSION| ATTACK| -1
de| I| PREMISE| CONCESSION| ATTACK| -1
la| I| PREMISE| CONCESSION| ATTACK| -1
limpieza| I| PREMISE| CONCESSION| ATTACK| -1
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
ojalá| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
solucione| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
antes| O| NA| NA| NA| 0
posible| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Estaría| B| CLAIM| NA| NA| 0
bien| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
concejales| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
distritos| I| CLAIM| NA| NA| 0
se| I| CLAIM| NA| NA| 0
dieran| I| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
vuelta| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
barrios| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
claro| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
el| B| PREMISE| CONCESSION| ATTACK| -1
de| I| PREMISE| CONCESSION| ATTACK| -1
Vallecas| I| PREMISE| CONCESSION| ATTACK| -1
Villa| I| PREMISE| CONCESSION| ATTACK| -1
cuando| I| PREMISE| CONCESSION| ATTACK| -1
viera| I| PREMISE| CONCESSION| ATTACK| -1
toda| I| PREMISE| CONCESSION| ATTACK| -1
la| I| PREMISE| CONCESSION| ATTACK| -1
basura| I| PREMISE| CONCESSION| ATTACK| -1
en| I| PREMISE| CONCESSION| ATTACK| -1
las| I| PREMISE| CONCESSION| ATTACK| -1
calles| I| PREMISE| CONCESSION| ATTACK| -1
se| I| PREMISE| CONCESSION| ATTACK| -1
volvería| I| PREMISE| CONCESSION| ATTACK| -1
corriendo| I| PREMISE| CONCESSION| ATTACK| -1
a| I| PREMISE| CONCESSION| ATTACK| -1
su| I| PREMISE| CONCESSION| ATTACK| -1
despacho| I| PREMISE| CONCESSION| ATTACK| -1
.| O| NA| NA| NA| 0

Marta| O| NA| NA| NA| 0
g| O| NA| NA| NA| 0
tu| B| CLAIM| NA| NA| 0
hace| I| CLAIM| NA| NA| 0
mucho| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
paseas| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
Madrid| I| CLAIM| NA| NA| 0
no| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
Papeleras| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
rebosan| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
basura| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| O| NA| NA| NA| 0
calles| B| PREMISE| EXEMPLIFICATION| SUPPORT| -2
llenas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
hojas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
colillas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
,| O| NA| NA| NA| 0
cacas| B| PREMISE| EXEMPLIFICATION| SUPPORT| -3
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
perro| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
,| O| NA| NA| NA| 0
bolsas| B| PREMISE| EXEMPLIFICATION| SUPPORT| -4
.| O| NA| NA| NA| 0
La| B| CLAIM| NA| NA| 0
medida| I| CLAIM| NA| NA| 0
concreta| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
haya| I| CLAIM| NA| NA| 0
más| I| CLAIM| NA| NA| 0
personal| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
deje| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
aceras| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
Madrid| I| CLAIM| NA| NA| 0
limpio| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Así| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
sencillo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
escoba| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
recogedor| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
mano| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
que| B| PREMISE| ADDITION| SUPPORT| -1
los| I| PREMISE| ADDITION| SUPPORT| -1
camiones| I| PREMISE| ADDITION| SUPPORT| -1
de| I| PREMISE| ADDITION| SUPPORT| -1
basura| I| PREMISE| ADDITION| SUPPORT| -1
pasen| I| PREMISE| ADDITION| SUPPORT| -1
con| I| PREMISE| ADDITION| SUPPORT| -1
más| I| PREMISE| ADDITION| SUPPORT| -1
frecuencia| I| PREMISE| ADDITION| SUPPORT| -1
y| I| PREMISE| ADDITION| SUPPORT| -1
no| I| PREMISE| ADDITION| SUPPORT| -1
tres| I| PREMISE| ADDITION| SUPPORT| -1
veces| I| PREMISE| ADDITION| SUPPORT| -1
a| I| PREMISE| ADDITION| SUPPORT| -1
la| I| PREMISE| ADDITION| SUPPORT| -1
semana| I| PREMISE| ADDITION| SUPPORT| -1
,| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
la| B| PREMISE| REASON| SUPPORT| -2
basura| I| PREMISE| REASON| SUPPORT| -2
se| I| PREMISE| REASON| SUPPORT| -2
acumula| I| PREMISE| REASON| SUPPORT| -2
y| I| PREMISE| REASON| SUPPORT| -2
empiezan| I| PREMISE| REASON| SUPPORT| -2
los| I| PREMISE| REASON| SUPPORT| -2
olores| I| PREMISE| REASON| SUPPORT| -2
,| I| PREMISE| REASON| SUPPORT| -2
ratas| I| PREMISE| REASON| SUPPORT| -2
,| I| PREMISE| REASON| SUPPORT| -2
etc.| I| PREMISE| REASON| SUPPORT| -2

Totalmente| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
acuerdo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
educar| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
sancionar| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
mientras| O| NA| NA| NA| 0
tanto| O| NA| NA| NA| 0
limpiar| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
limpiar| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

También| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
programa| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
educar| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
algunos| O| NA| NA| NA| 0
ciudadanos| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
ensuciar| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

A| O| NA| NA| NA| 0
exigir| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
contratas| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
cumplan| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
incluso| O| NA| NA| NA| 0
ponerles| O| NA| NA| NA| 0
penalizaciones| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
incumplimientos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Aquí| B| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
educación| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
basta| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
La| B| PREMISE| REASON| SUPPORT| -1
gente| I| PREMISE| REASON| SUPPORT| -1
solo| I| PREMISE| REASON| SUPPORT| -1
aprende| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
golpe| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
multa| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Cuando| B| PREMISE| EXEMPLIFICATION| SUPPORT| -2
le| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
dices| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
algún| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
dueño| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
un| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
perro| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
recoja| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
caca| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
su| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
perro| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
encima| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
se| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
encaran| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
te| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
insultan| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
casi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
te| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
agreden| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
les| B| PREMISE| CONDITION| SUPPORT| 1
multaran| I| PREMISE| CONDITION| SUPPORT| 1
con| I| PREMISE| CONDITION| SUPPORT| 1
2000| I| PREMISE| CONDITION| SUPPORT| 1
pavos| I| PREMISE| CONDITION| SUPPORT| 1
cuando| I| PREMISE| CONDITION| SUPPORT| 1
les| I| PREMISE| CONDITION| SUPPORT| 1
vieran| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
se| B| CLAIM| NA| NA| 0
acabaria| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
mala| I| CLAIM| NA| NA| 0
educación| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

Creo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
primero| O| NA| NA| NA| 0
habría| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
buena| O| NA| NA| NA| 0
campaña| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
concienciación| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
efectivamente| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
posteriormente| O| NA| NA| NA| 0
pasar| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
unas| O| NA| NA| NA| 0
buenas| O| NA| NA| NA| 0
multas| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Muy| O| NA| NA| NA| 0
acertado| O| NA| NA| NA| 0
y.| O| NA| NA| NA| 0

Limpieza| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
suciedad| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
graffitis| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
remodelación| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
aluche| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Algunas| B| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
decir| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
mayoría| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
del| I| CLAIM| NA| NA| 0
barrio| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
Carabanchel| I| CLAIM| NA| NA| 0
están| I| CLAIM| NA| NA| 0
intransitables| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
cantidad| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
basura| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
se| I| CLAIM| NA| NA| 0
acumula| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
ellas| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Los| B| PREMISE| REASON| SUPPORT| -1
contenedores| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
basura| I| PREMISE| REASON| SUPPORT| -1
existentes| I| PREMISE| REASON| SUPPORT| -1
siempre| I| PREMISE| REASON| SUPPORT| -1
están| I| PREMISE| REASON| SUPPORT| -1
desbordados| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Hay| B| PREMISE| REASON| SUPPORT| -2
que| I| PREMISE| REASON| SUPPORT| -2
estar| I| PREMISE| REASON| SUPPORT| -2
pendiente| I| PREMISE| REASON| SUPPORT| -2
de| I| PREMISE| REASON| SUPPORT| -2
dónde| I| PREMISE| REASON| SUPPORT| -2
se| I| PREMISE| REASON| SUPPORT| -2
pisa| I| PREMISE| REASON| SUPPORT| -2
porque| I| PREMISE| REASON| SUPPORT| -2
las| I| PREMISE| REASON| SUPPORT| -2
cacas| I| PREMISE| REASON| SUPPORT| -2
de| I| PREMISE| REASON| SUPPORT| -2
perro| I| PREMISE| REASON| SUPPORT| -2
están| I| PREMISE| REASON| SUPPORT| -2
por| I| PREMISE| REASON| SUPPORT| -2
todas| I| PREMISE| REASON| SUPPORT| -2
partes| I| PREMISE| REASON| SUPPORT| -2
.| O| NA| NA| NA| 0
El| B| PREMISE| REASON| SUPPORT| -3
olor| I| PREMISE| REASON| SUPPORT| -3
a| I| PREMISE| REASON| SUPPORT| -3
orines| I| PREMISE| REASON| SUPPORT| -3
es| I| PREMISE| REASON| SUPPORT| -3
insoportable| I| PREMISE| REASON| SUPPORT| -3
.| O| NA| NA| NA| 0
Siento| B| PREMISE| ADDITION| SUPPORT| -4
asco| I| PREMISE| ADDITION| SUPPORT| -4
y| I| PREMISE| ADDITION| SUPPORT| -4
vergüenza| I| PREMISE| ADDITION| SUPPORT| -4
de| I| PREMISE| ADDITION| SUPPORT| -4
este| I| PREMISE| ADDITION| SUPPORT| -4
que| I| PREMISE| ADDITION| SUPPORT| -4
ha| I| PREMISE| ADDITION| SUPPORT| -4
sido| I| PREMISE| ADDITION| SUPPORT| -4
siempre| I| PREMISE| ADDITION| SUPPORT| -4
mi| I| PREMISE| ADDITION| SUPPORT| -4
barrio| I| PREMISE| ADDITION| SUPPORT| -4
y| I| PREMISE| ADDITION| SUPPORT| -4
que| I| PREMISE| ADDITION| SUPPORT| -4
ha| I| PREMISE| ADDITION| SUPPORT| -4
ido| I| PREMISE| ADDITION| SUPPORT| -4
deteriorándose| I| PREMISE| ADDITION| SUPPORT| -4
a| I| PREMISE| ADDITION| SUPPORT| -4
pasos| I| PREMISE| ADDITION| SUPPORT| -4
de| I| PREMISE| ADDITION| SUPPORT| -4
gigante| I| PREMISE| ADDITION| SUPPORT| -4
en| I| PREMISE| ADDITION| SUPPORT| -4
los| I| PREMISE| ADDITION| SUPPORT| -4
últimos| I| PREMISE| ADDITION| SUPPORT| -4
años| I| PREMISE| ADDITION| SUPPORT| -4
.| O| NA| NA| NA| 0

Señora| O| NA| NA| NA| 0
Carmena| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
escuche| B| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
ciudadanos| I| CLAIM| NA| NA| 0
la| B| PREMISE| REASON| SUPPORT| -1
gente| I| PREMISE| REASON| SUPPORT| -1
ya| I| PREMISE| REASON| SUPPORT| -1
no| I| PREMISE| REASON| SUPPORT| -1
habla| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
papelitos| I| PREMISE| REASON| SUPPORT| -1
en| I| PREMISE| REASON| SUPPORT| -1
el| I| PREMISE| REASON| SUPPORT| -1
suelo| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
sino| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
ratas| I| PREMISE| REASON| SUPPORT| -1
,| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Además| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| B| PREMISE| ADDITION| SUPPORT| 1
obvia| I| PREMISE| ADDITION| SUPPORT| 1
necesidad| I| PREMISE| ADDITION| SUPPORT| 1
de| I| PREMISE| ADDITION| SUPPORT| 1
limpiar| I| PREMISE| ADDITION| SUPPORT| 1
las| I| PREMISE| ADDITION| SUPPORT| 1
calles| I| PREMISE| ADDITION| SUPPORT| 1
a| I| PREMISE| ADDITION| SUPPORT| 1
fondo| I| PREMISE| ADDITION| SUPPORT| 1
especialmente| I| PREMISE| ADDITION| SUPPORT| 1
del| I| PREMISE| ADDITION| SUPPORT| 1
centro| I| PREMISE| ADDITION| SUPPORT| 1
,| I| PREMISE| ADDITION| SUPPORT| 1
que| I| PREMISE| ADDITION| SUPPORT| 1
manifiesta| I| PREMISE| ADDITION| SUPPORT| 1
un| I| PREMISE| ADDITION| SUPPORT| 1
estado| I| PREMISE| ADDITION| SUPPORT| 1
lamentable| I| PREMISE| ADDITION| SUPPORT| 1
es| B| CLAIM| NA| NA| 0
necesario| I| CLAIM| NA| NA| 0
un| I| CLAIM| NA| NA| 0
plan| I| CLAIM| NA| NA| 0
global| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
eduque| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
colegios| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
barrios| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
informe| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
vecinos| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
transeúntes| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
colectivos| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
como| I| CLAIM| NA| NA| 0
paso| I| CLAIM| NA| NA| 0
transitorio| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
normalización| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
sancione| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
quien| I| CLAIM| NA| NA| 0
orine| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
escupa| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
defeque| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
vía| I| CLAIM| NA| NA| 0
pública| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
recoja| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
excrementos| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
sus| I| CLAIM| NA| NA| 0
animales| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
permita| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
estos| I| CLAIM| NA| NA| 0
orinen| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
portales| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
macetas| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
tire| I| CLAIM| NA| NA| 0
papeles| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
chicles| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
colillas| I| CLAIM| NA| NA| 0
o| I| CLAIM| NA| NA| 0
cualquier| I| CLAIM| NA| NA| 0
objeto| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
ensucie| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
vía| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
participe| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
correcto| I| CLAIM| NA| NA| 0
proceso| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
reciclaje| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Lo| B| CLAIM| NA| NA| 0
primero| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
concienciación| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
información| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
educación| I| CLAIM| NA| NA| 0
cívica| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
medio| I| CLAIM| NA| NA| 0
ambiental| I| CLAIM| NA| NA| 0
pero| O| NA| NA| NA| 0
la| B| PREMISE| OPPOSITION| ATTACK| -1
situación| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
Madrid| I| PREMISE| OPPOSITION| ATTACK| -1
empieza| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
exigir| I| PREMISE| OPPOSITION| ATTACK| -1
medidas| I| PREMISE| OPPOSITION| ATTACK| -1
excepcionales| I| PREMISE| OPPOSITION| ATTACK| -1
en| I| PREMISE| OPPOSITION| ATTACK| -1
esta| I| PREMISE| OPPOSITION| ATTACK| -1
materia| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0

Totalmente| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
acuerdo| O| NA| NA| NA| 0
contigo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
No| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
limpio| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
limpia| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
ensucia| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Yo| O| NA| NA| NA| 0
también| O| NA| NA| NA| 0
viví| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
extranjero| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
base| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
multas| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
gordas| O| NA| NA| NA| 0
acaba| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
gente| O| NA| NA| NA| 0
educada| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
cual| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
pena| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
así| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Hasta| B| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
salga| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
nosotros| I| CLAIM| NA| NA| 0
mismos| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
problema| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
suciedad| I| CLAIM| NA| NA| 0
lo| I| CLAIM| NA| NA| 0
tendremos| I| CLAIM| NA| NA| 0
siempre| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Lo| B| PREMISE| EXPLANATION| SUPPORT| -1
ideal| I| PREMISE| EXPLANATION| SUPPORT| -1
sería| I| PREMISE| EXPLANATION| SUPPORT| -1
vivir| I| PREMISE| EXPLANATION| SUPPORT| -1
sin| I| PREMISE| EXPLANATION| SUPPORT| -1
necesidad| I| PREMISE| EXPLANATION| SUPPORT| -1
de| I| PREMISE| EXPLANATION| SUPPORT| -1
tener| I| PREMISE| EXPLANATION| SUPPORT| -1
un| I| PREMISE| EXPLANATION| SUPPORT| -1
policía| I| PREMISE| EXPLANATION| SUPPORT| -1
